やぼったい,ヤボッタイ
つづりあわせる,ツヅリアワセル
てらす,テラス
つかむ,ツカム
てがこむ,テガコム
組み立てる,クミタテル
貶す,ケナス
ダブつく,ダブツク
おぶさる,オブサル
捌ける,ハケル
捌ける,サバケル
印象づける,インショウヅケル
詰込む,ツメコム
たしなむ,タシナム
看取れる,ミトレル
目する,モクスル
いいすてる,イイステル
ばいする,バイスル
降りそそぐ,フリソソグ
堰く,セク
護れる,マモレル
くだく,クダク
吊上がる,ツリアガル
肥す,コヤス
せせらわらえる,セセラワラエル
和らげる,ヤワラゲル
臭う,ニオウ
直す,ナオス
照り輝く,テリカガヤク
かききえる,カキキエル
打ち取れる,ウチトレル
煮えくりかえる,ニエクリカエル
動かせる,ウゴカセル
へつらう,ヘツラウ
ひねる,ヒネル
ほりすすむ,ホリススム
あるきつづける,アルキツヅケル
曇る,クモル
説く,トク
しのばす,シノバス
ぶったぎる,ブッタギル
擂り込む,スリコム
附く,ツク
航れる,ワタレル
付け加わる,ツケクワワル
傾ける,カタムケル
傾ける,カタブケル
よみきれる,ヨミキレル
切りこまざく,キリコマザク
切り刻む,キリキザム
生け捕れる,イケドレル
てらう,テラウ
てばなす,テバナス
まけこす,マケコス
あげる,アゲル
さっぴく,サッピク
這い纏る,ハイマツワル
とおのく,トオノク
交ざる,マザル
売り渡す,ウリワタス
鳴きしきる,ナキシキル
うばいとる,ウバイトル
詠みこむ,ヨミコム
いいふるす,イイフルス
つつむ,ツツム
捜す,サガス
歎ずる,タンズル
埋もれる,ウズモレル
埋もれる,ウモレル
かくまう,カクマウ
でつくす,デツクス
飛乗る,トビノル
腐す,クサス
取り殺す,トリコロス
ひきのばせる,ヒキノバセル
つまみだせる,ツマミダセル
きかかる,キカカル
とく,トク
こんがらがる,コンガラガル
おりあえる,オリアエル
こぼせる,コボセル
はりこむ,ハリコム
ふりはらえる,フリハラエル
出切る,デキル
たたきこむ,タタキコム
教わる,オソワル
花やぐ,ハナヤグ
責めさいなむ,セメサイナム
噛みしめる,カミシメル
狂わす,クルワス
装える,ヨソオエル
さしのべる,サシノベル
つきとおせる,ツキトオセル
さばく,サバク
滞る,トドコオル
ふりはなつ,フリハナツ
振りまく,フリマク
特性づける,トクセイヅケル
問い返す,トイカエス
ねたむ,ネタム
ねころべる,ネコロベル
待設ける,マチモウケル
拾い上げる,ヒロイアゲル
舞込む,マイコム
飛び回る,トビマワル
感じとれる,カンジトレル
走る,ハシル
かむ,カム
たたき起こす,タタキオコス
突き刺せる,ツキサセル
寄り掛かる,ヨリカカル
ふやける,フヤケル
よがる,ヨガル
たたかえる,タタカエル
乗り進める,ノリススメル
しわぶく,シワブク
穢れる,ケガレル
さすらう,サスラウ
当り散らす,アタリチラス
ぼくする,ボクスル
掻い出す,カイダス
繰り延べる,クリノベル
たいする,タイスル
いりくむ,イリクム
対す,タイス
一花咲かせる,ヒトハナサカセル
振込む,フリコム
ゆりおこす,ユリオコス
送り返せる,オクリカエセル
よりわける,ヨリワケル
近づける,チカヅケル
くろずむ,クロズム
踏み出す,フミダス
座りこめる,スワリコメル
きゅうする,キュウスル
若がえる,ワカガエル
ひっかえす,ヒッカエス
言触らす,イイフラス
推し量る,オシハカル
知りぬく,シリヌク
擁す,ヨウス
見積もれる,ミツモレル
ひきもどす,ヒキモドス
填める,ハメル
つっ伏す,ツップス
ためす,タメス
広がる,ヒロガル
油染みる,アブラジミル
まどわす,マドワス
まとわりつく,マトワリツク
聞き付ける,キキツケル
さかのぼれる,サカノボレル
手づまる,テヅマル
立ち向かう,タチムカウ
ふりそそぐ,フリソソグ
いいよどむ,イイヨドム
へしゃげる,ヘシャゲル
かきぬく,カキヌク
愛せる,アイセル
焦れる,ジレル
浸す,ヒタス
嘲る,アザケル
かっきる,カッキル
謝れる,アヤマレル
取り留める,トリトメル
きざみこむ,キザミコム
縫い込める,ヌイコメル
因る,ヨル
おちゃらかす,オチャラカス
付け出す,ツケダス
ならべたてる,ナラベタテル
みてとれる,ミテトレル
膨らす,フクラス
のりうつる,ノリウツル
言いすてる,イイステル
はたく,ハタク
あてつける,アテツケル
手懐ける,テナヅケル
きこなす,キコナス
流し込む,ナガシコム
くさむす,クサムス
買い上がる,カイアガル
重なり合う,カサナリアウ
ぬぐいとる,ヌグイトル
娶せる,メアワセル
しんずる,シンズル
うとんずる,ウトンズル
歯向かう,ハムカウ
撓う,シナウ
立ち会う,タチアウ
とりあえる,トリアエル
抜合せる,ヌキアワセル
替われる,カワレル
撃ち抜く,ウチヌク
緩める,ユルメル
産まれる,ウマレル
さっ引く,サッピク
めんくらう,メンクラウ
剃り落とす,ソリオトス
飛出る,トビデル
うりとばせる,ウリトバセル
色付く,イロヅク
むしばむ,ムシバム
へんずる,ヘンズル
みおろす,ミオロス
おもう,オモウ
戻れる,モドレル
塗り立てる,ヌリタテル
続く,ツヅク
脱がす,ヌガス
差しあげる,サシアゲル
志ざす,ココロザス
組み合わせる,クミアワセル
跳ね上がる,ハネアガル
取り巻く,トリマク
捩じ向ける,ネジムケル
高ぶる,タカブル
しらむ,シラム
書き捨てる,カキステル
列べる,ナラベル
きそえる,キソエル
問い合わす,トイアワス
つづく,ツヅク
攀じる,ヨジル
ぬすみだせる,ヌスミダセル
つぶす,ツブス
追っかける,オッカケル
咳込む,セキコム
聞きかえす,キキカエス
とかせる,トカセル
あらう,アラウ
みつげる,ミツゲル
すりこめる,スリコメル
かたりあかす,カタリアカス
取りあう,トリアウ
とりおこなう,トリオコナウ
押せる,オセル
絡み付く,カラミツク
取返す,トリカエス
すじばる,スジバル
ならべる,ナラベル
飾りたてる,カザリタテル
あゆみよれる,アユミヨレル
熱す,ネッス
かねる,カネル
たちまわる,タチマワル
アジる,アジル
さびれる,サビレル
ころがせる,コロガセル
さび付く,サビツク
かき暗す,カキクラス
さわぐ,サワグ
たたきこめる,タタキコメル
とどろかせる,トドロカセル
引きずりこむ,ヒキズリコム
差し挟む,サシハサム
知ろしめす,シロシメス
てむかえる,テムカエル
じまう,ジマウ
投付ける,ナゲツケル
呑み込む,ノミコム
ぶる,ブル
わりびける,ワリビケル
ホレる,ホレル
ねこむ,ネコム
さしおさえる,サシオサエル
なおる,ナオル
跳ね返る,ハネカエル
もちくずす,モチクズス
連なる,ツラナル
見れる,ミレル
干る,ヒル
さしとおす,サシトオス
たむろする,タムロスル
みうしなう,ミウシナウ
戴ける,イタダケル
言いこめる,イイコメル
みなす,ミナス
おきる,オキル
かたちづくる,カタチヅクル
茹だる,ウダル
茹だる,ユダル
すわり込める,スワリコメル
眠る,ネムル
はき違える,ハキチガエル
乗取る,ノットル
とだえる,トダエル
面す,メンス
ささげる,ササゲル
まかれる,マカレル
わたす,ワタス
傾げる,カシゲル
傾げる,カタゲル
耐忍ぶ,タエシノブ
おちあう,オチアウ
ふりたてる,フリタテル
ふくする,フクスル
超える,コエル
立ち代わる,タチカワル
見そこなう,ミソコナウ
かもしだす,カモシダス
切りさいなむ,キリサイナム
波打つ,ナミウツ
とりかかる,トリカカル
寂びる,サビル
戯れる,ザレル
戯れる,タワムレル
引き替える,ヒキカエル
うわる,ウワル
着る,キル
あたる,アタル
もちこむ,モチコム
事寄せる,コトヨセル
おどろかす,オドロカス
綾なす,アヤナス
はいでる,ハイデル
かいきる,カイキル
附する,フスル
でむく,デムク
掻き暮れる,カキクレル
ふくれる,フクレル
せき込む,セキコム
つづる,ツヅル
シラケる,シラケル
待ち合せる,マチアワセル
さらけ出す,サラケダス
かかえこむ,カカエコム
上がり込む,アガリコム
水際立つ,ミズギワダツ
ぬけでる,ヌケデル
確かめる,タシカメル
裁つ,タツ
しみいる,シミイル
立ち止まる,タチドマル
いいわたせる,イイワタセル
思い当る,オモイアタル
強請る,ネダル
しもがれる,シモガレル
提げる,サゲル
提げる,ヒッサゲル
連れ出せる,ツレダセル
刷る,スル
つっ放す,ツッパナス
減す,ヘス
すぐれる,スグレル
晴れる,ハレル
あおむける,アオムケル
もてあます,モテアマス
吹く,フク
わたせる,ワタセル
聞付ける,キキツケル
聞き損なう,キキソコナウ
はなじろむ,ハナジロム
恥じらう,ハジラウ
くいちらす,クイチラス
見付かる,ミツカル
擢んでる,ヌキンデル
恐れる,オソレル
ちかう,チカウ
あけはなつ,アケハナツ
もうしあわせる,モウシアワセル
下ろせる,オロセル
言いつくす,イイツクス
祈ぐ,ネグ
据わる,スワル
あわだつ,アワダツ
なじめる,ナジメル
寒気立つ,サムケダツ
ぶちあてる,ブチアテル
買い切る,カイキル
干せる,ホセル
兼ね合う,カネアウ
ですぎる,デスギル
凭せかける,モタセカケル
取殺す,トリコロス
立どまる,タチドマル
もぐりこむ,モグリコム
投げ棄てる,ナゲステル
挟み込める,ハサミコメル
思いだす,オモイダス
めざめる,メザメル
にがみばしる,ニガミバシル
よぶ,ヨブ
むきだす,ムキダス
のれる,ノレル
住みつく,スミツク
いろめく,イロメク
くれる,クレル
請け出す,ウケダス
逸れる,ソレル
かくす,カクス
ひきさげる,ヒキサゲル
ウケる,ウケル
えらべる,エラベル
引合せる,ヒキアワセル
笑いかける,ワライカケル
篩う,フルウ
ほぐす,ホグス
拗ける,ネジケル
下げ渋る,サゲシブル
織込む,オリコム
転げ落ちる,コロゲオチル
過ぎ去る,スギサル
有り合わせる,アリアワセル
ぞんじる,ゾンジル
討てる,ウテル
いいよる,イイヨル
まつ,マツ
売払う,ウリハラウ
からませる,カラマセル
買い受ける,カイウケル
憐れむ,アワレム
おくりこむ,オクリコム
触れ回る,フレマワル
煉れる,ネレル
晴れわたる,ハレワタル
きえる,キエル
召出す,メシダス
ひん曲がる,ヒンマガル
くもる,クモル
へだたる,ヘダタル
まぎらわす,マギラワス
付添う,ツキソウ
えぐれる,エグレル
打ち合す,ウチアワス
組みなおせる,クミナオセル
うたぐる,ウタグル
たばかる,タバカル
妬く,ヤク
借り集める,カリアツメル
くいしばる,クイシバル
言い寄れる,イイヨレル
嬲る,ナブル
裏返る,ウラガエル
染み付く,シミツク
切り組む,キリクム
おいはらう,オイハラウ
はいあがる,ハイアガル
になう,ニナウ
防げる,フセゲル
砕ける,クダケル
ふりだす,フリダス
うちはたせる,ウチハタセル
取り出せる,トリダセル
こまる,コマル
